x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.552274764,0.774713755,-5.7e-07,0.624897301,0.729120672,-0.018122675,0.685306847,0.65228647,-0.028107265,0.704820871,0.571797669,-0.041789774,0.669919014,0.52386421,-0.051530659,0.631608307,0.536147654,-0.002525815,0.660747349,0.485285521,-0.034719948,0.655381918,0.56044364,-0.050413664,0.641023755,0.619350195,-0.050627965,0.306912601,0.465526581,0.002492368,0.306610376,0.429329991,-0.01647806,0.307034492,0.511736214,-0.01431912,0.316117436,0.498516023,-0.008286679,0.268099964,0.465757936,0.005043768,0.26773566,0.428390741,-0.015716162,0.269551545,0.503039539,3.88e-05,0.280787915,0.496002287,0.015804956,0.229813144,0.464281887,0.004625812,0.226311177,0.434767693,0.000605065,0.232597917,0.485117823,0.018245474,0.239121139,0.497057825,0.034391206,b
0.328739464,0.805275023,-5.04e-07,0.404337883,0.74491024,-0.029090866,0.454382241,0.633517861,-0.0370625,0.48823446,0.538062334,-0.045127384,0.52767241,0.485466123,-0.045854047,0.390253156,0.560680568,-0.011022693,0.386196077,0.507022381,-0.040084872,0.386418253,0.587370872,-0.048428684,0.390017927,0.627526224,-0.04666616,0.32543689,0.458495975,-0.01117758,0.3169927,0.414210379,-0.041375823,0.314194113,0.496468723,-0.039918967,0.329195827,0.48961693,-0.032338385,0.287619174,0.447828203,-0.006690624,0.280225098,0.406318843,-0.034513228,0.278287172,0.478708118,-0.016690543,0.294662446,0.477838278,0.002245758,0.251118869,0.433504701,-0.006104182,0.246205062,0.404319197,-0.015147964,0.245653629,0.453368247,0.000766918,0.25312531,0.46673739,0.016876049,b
0.277671337,0.820096552,-5.13e-07,0.349886805,0.75604707,-0.031791829,0.396075964,0.640164435,-0.041121189,0.425562739,0.53934449,-0.048945133,0.465823144,0.484437853,-0.048598759,0.33060354,0.568031073,-0.020087874,0.31721893,0.519327998,-0.051875271,0.321411699,0.59998858,-0.060942445,0.330401212,0.638725758,-0.059188008,0.320792198,0.447588891,-0.00795345,0.304243028,0.411566705,-0.035289519,0.300397068,0.491693377,-0.031968083,0.319099784,0.483813465,-0.023154715,0.283296049,0.438933969,-0.001586463,0.270747036,0.403718352,-0.027751716,0.267471373,0.473216534,-0.009929101,0.286357462,0.47329092,0.008880666,0.24673079,0.430120975,0.000478154,0.237388641,0.400248915,-0.007998724,0.237196267,0.446851313,0.007364611,0.247975826,0.461563766,0.023343032,b
0.207044244,0.800251484,-4.52e-07,0.268540978,0.735828102,-0.039290506,0.31093356,0.626503229,-0.052965861,0.338215768,0.529750705,-0.06391716,0.37858367,0.475536048,-0.065781534,0.258595258,0.552757204,-0.020996604,0.22518678,0.510248303,-0.05952872,0.228084624,0.591867745,-0.071821317,0.244406089,0.628014445,-0.070180267,0.335228264,0.434905052,0.009380677,0.346948206,0.393119693,-0.012165676,0.334162265,0.472362578,-0.016217707,0.330239773,0.484105915,-0.014011729,0.295221984,0.430035204,0.005686135,0.308139652,0.381884754,-0.016106818,0.299732506,0.458946347,-0.001878429,0.29428193,0.478800386,0.013737909,0.254085153,0.430352688,0.000385572,0.265190154,0.389669299,-0.006888125,0.266814411,0.441498101,0.009944111,0.263463527,0.460067868,0.02644969,b
0.55450511,0.768938065,-5.94e-07,0.631656408,0.719364047,-0.016014332,0.680836737,0.612351179,-0.017425049,0.704518676,0.526172638,-0.0207917,0.732729614,0.473026752,-0.019303037,0.615478098,0.530849338,-0.005147055,0.639999032,0.47918579,-0.023777841,0.636526048,0.553931952,-0.023502812,0.624563813,0.603444874,-0.015541242,0.339568853,0.436145276,0.020899959,0.356271237,0.394955277,0.000673394,0.34391731,0.470778018,-0.008476842,0.335220844,0.487103015,-0.010329929,0.300785571,0.432492346,0.016680421,0.318994582,0.38283968,-0.002989455,0.311534524,0.458348304,0.007809054,0.301957488,0.480415553,0.020843808,0.259685487,0.438789427,0.011717407,0.274662554,0.390279561,0.005719195,0.279801637,0.442872494,0.022282138,0.274277896,0.463395596,0.038426556,b
0.507405639,0.652319789,-5.11e-07,0.585837126,0.599349976,-0.01559255,0.636401713,0.508686364,-0.020255525,0.663384497,0.430585146,-0.027676199,0.693652749,0.378633559,-0.030199243,0.574546874,0.429421991,-0.002070015,0.594263792,0.36816293,-0.024059568,0.590708613,0.43480745,-0.02850752,0.581505299,0.486746162,-0.023510804,0.353159249,0.444675207,0.038265571,0.3757056,0.403503865,0.019177552,0.360623032,0.476345718,0.005104688,0.347545922,0.499626547,0.000439788,0.316328436,0.440422118,0.032697432,0.341190457,0.392101288,0.015716296,0.33052513,0.461675644,0.024159128,0.316943884,0.484003276,0.035802912,0.275910318,0.446676999,0.026926568,0.296729803,0.39908883,0.023945719,0.299135506,0.448608249,0.040970739,0.291344166,0.464810818,0.057135057,b
0.700032234,0.774975181,-6.52e-07,0.776395857,0.727820754,-0.007925131,0.821001649,0.628215432,-0.007406263,0.842660725,0.549274206,-0.011595963,0.875119925,0.500069261,-0.01141089,0.774630249,0.548589468,0.009001516,0.806322932,0.495027959,-0.015857669,0.801537752,0.566382766,-0.02442861,0.786975503,0.619380534,-0.021249237,0.356423974,0.449433535,-0.008898537,0.381363213,0.43396619,-0.026744276,0.365519315,0.50713104,-0.027993543,0.362018585,0.488128453,-0.027792692,0.317761183,0.444250643,-0.005621679,0.337405592,0.424179375,-0.024171093,0.329027951,0.492808312,-0.014385175,0.328492284,0.479233623,-0.006309489,0.283474982,0.440253228,-0.00509767,0.294992775,0.424579233,-0.009319147,0.297443539,0.472744763,0.00365874,0.294029862,0.476583958,0.013569086,b
0.649618864,0.733561516,-4.92e-07,0.721099019,0.680028141,-0.008383541,0.764678717,0.58525598,-0.008759029,0.789293468,0.512883544,-0.013529545,0.814371586,0.458124518,-0.014588235,0.715958655,0.509450912,0.009821034,0.74275285,0.459168077,-0.009371649,0.739978433,0.525522888,-0.015520316,0.72710073,0.577220619,-0.011992886,0.359396785,0.417284966,-0.023676692,0.373396337,0.453541458,-0.042201698,0.362129539,0.520071208,-0.045127314,0.35572198,0.501567304,-0.047443405,0.316850871,0.41991213,-0.025365058,0.330885917,0.445816159,-0.044973869,0.326763868,0.50810653,-0.035738129,0.321927458,0.493253976,-0.029176533,0.278571039,0.43077597,-0.029650385,0.28883478,0.446675688,-0.039512638,0.292276889,0.492749065,-0.029165212,0.288059741,0.490033269,-0.020681623,b
0.744783282,0.660083175,-4.57e-07,0.812923908,0.60959208,-0.005735268,0.849534214,0.523224711,-0.006690488,0.868862271,0.462421894,-0.013687281,0.892235339,0.418160826,-0.016812179,0.799991727,0.438332409,0.015475191,0.833973348,0.390547127,-0.008437179,0.833201885,0.455192477,-0.018420273,0.821828425,0.509315789,-0.016134523,0.373289108,0.421565533,-0.021620385,0.378213167,0.485400438,-0.041644853,0.368043244,0.544197679,-0.046059236,0.363141567,0.5313043,-0.048707228,0.330877244,0.423171699,-0.025967674,0.334694088,0.478831112,-0.047212441,0.331332296,0.532692194,-0.040993221,0.329026818,0.521092594,-0.035625655,0.290166557,0.434042037,-0.033263903,0.29331699,0.468708038,-0.044638377,0.29650861,0.513743162,-0.035917249,0.29658556,0.514653265,-0.027568625,b
0.457846731,0.643805504,-4.43e-07,0.525828183,0.582210481,-0.018910324,0.570098221,0.483115166,-0.024779145,0.595603049,0.399733067,-0.032294799,0.621160924,0.343734413,-0.035155561,0.501117349,0.416331917,-0.005444427,0.515315652,0.359360695,-0.024801733,0.515944839,0.424940944,-0.029989213,0.51050669,0.471679211,-0.027352009,0.371507108,0.425437272,-0.024437752,0.374484211,0.493422329,-0.045491386,0.364966899,0.551282346,-0.049856257,0.36096403,0.539805055,-0.052361645,0.327704191,0.426123589,-0.029295225,0.330309987,0.488251954,-0.051227108,0.327159375,0.540860355,-0.045044851,0.325311273,0.529582441,-0.039576232,0.285506219,0.436731458,-0.037099119,0.288557351,0.475832939,-0.049296632,0.29183495,0.521276951,-0.041033432,0.292493105,0.523628771,-0.032830976,b
0.260601759,0.669736266,-4.02e-07,0.32466954,0.596861422,-0.025068264,0.369127035,0.501734614,-0.032901932,0.394585282,0.409891754,-0.039691441,0.421111792,0.353307545,-0.038865753,0.306702793,0.437898248,-0.005749611,0.293126464,0.385046065,-0.030637167,0.297420442,0.454541862,-0.03905043,0.303115487,0.494871318,-0.037289076,0.365396947,0.499485433,-0.008170592,0.391412437,0.472266942,-0.030238487,0.377329469,0.552453816,-0.031340662,0.373036534,0.537029684,-0.029379528,0.32535544,0.496098489,-0.009194029,0.347047895,0.468902916,-0.031355541,0.340866655,0.543079734,-0.020033127,0.339183211,0.530901194,-0.009306459,0.288695335,0.494134933,-0.012849016,0.302642584,0.473952115,-0.018654853,0.306518257,0.524488091,-0.004324843,0.303128213,0.529535294,0.007337246,b
0.26129353,0.613121212,-3.73e-07,0.323437333,0.553315043,-0.024751466,0.36676538,0.467890203,-0.03170453,0.394377768,0.383138299,-0.038305659,0.424175024,0.334295392,-0.038334146,0.315347016,0.40042454,0.003177747,0.303183764,0.346178353,-0.022364045,0.301281363,0.411134273,-0.034162346,0.304184973,0.451664448,-0.034408242,0.364926666,0.498674929,-0.003577101,0.392653495,0.472543329,-0.018965356,0.377993643,0.548963308,-0.019008214,0.371325582,0.530827105,-0.01813955,0.325405598,0.495884717,-0.001336802,0.347193033,0.466476291,-0.017673142,0.340738416,0.537428975,-0.006957058,0.336360306,0.525714695,0.00138657,0.289334238,0.494799197,-0.001769498,0.30332917,0.473314971,-0.004967497,0.308228046,0.521801174,0.008311682,0.301831663,0.525665998,0.018282229,b
0.404722184,0.700810015,-4.73e-07,0.475032717,0.648732305,-0.020129086,0.523768246,0.555751562,-0.025939077,0.555828512,0.474166244,-0.032942362,0.585729599,0.424380839,-0.034334172,0.467411578,0.485238731,-0.00472758,0.474565834,0.432361543,-0.029546006,0.472106755,0.498786777,-0.035736065,0.468349963,0.544496775,-0.031629037,0.407116264,0.47670269,-0.004286691,0.425214499,0.440469414,-0.023696521,0.414305717,0.52093643,-0.022136135,0.409057081,0.513816595,-0.017741349,0.36841172,0.474448919,-0.006837767,0.384790599,0.433309495,-0.02799291,0.379119992,0.510275126,-0.013597324,0.374425262,0.510323822,4.09e-06,0.329441935,0.473740637,-0.011542234,0.342308551,0.442565382,-0.017850745,0.34509632,0.495280623,-0.002093746,0.339719117,0.506132782,0.011415332,b
0.482658982,0.736158013,-5.42e-07,0.54964602,0.674927533,0.00140056,0.577660263,0.568887234,0.006553295,0.594997585,0.49883306,0.005106533,0.617159307,0.452934444,0.006129075,0.530249655,0.511369228,0.014858948,0.555718601,0.467587858,-0.00627449,0.559999287,0.52964592,-0.014335782,0.553478062,0.578476489,-0.011462686,0.434757471,0.448140442,-1.58e-05,0.456094176,0.413446575,-0.021706302,0.443667591,0.49369505,-0.024396192,0.435592622,0.491212785,-0.022231834,0.39520812,0.447836906,-0.001665389,0.414643824,0.411005884,-0.023978565,0.408906609,0.487179488,-0.011074002,0.401050389,0.490889728,0.002476715,0.356531829,0.451515079,-0.005298478,0.372527808,0.418409526,-0.012289017,0.377187252,0.470708549,0.003943496,0.368651181,0.480945289,0.018591911,b
0.607117832,0.756250799,-5.31e-07,0.66705972,0.694845855,0.001252082,0.692514718,0.602102578,0.002804002,0.707789063,0.530676544,-0.003883114,0.721482396,0.470423043,-0.00820531,0.663398623,0.537656844,0.02316606,0.684217334,0.4888843,-0.00518188,0.695578754,0.542711437,-0.020516917,0.6974051,0.596570253,-0.020685935,0.369800389,0.449798912,0.004626214,0.395517707,0.412251711,-0.014951721,0.385929734,0.489070714,-0.018503491,0.371446788,0.493270874,-0.017386165,0.33141315,0.452683061,-0.001336902,0.355688512,0.410176665,-0.022545375,0.352338731,0.485020429,-0.011914035,0.336553663,0.491945148,-0.000316671,0.291538686,0.462278634,-0.007880037,0.312625855,0.422980964,-0.01666306,0.320298314,0.473978698,-0.002182954,0.306661546,0.486500114,0.010964786,b
0.745282412,0.746263742,-7.84e-07,0.815343082,0.676772773,0.009420393,0.837384641,0.578957736,0.014906215,0.852504075,0.509087026,0.01333228,0.861901104,0.456432372,0.01686112,0.779104471,0.506294429,0.01334272,0.83893168,0.458809674,-0.009907543,0.841035426,0.531365395,-0.016114937,0.818473995,0.563515723,-0.015213265,0.354637921,0.452497751,-0.000872026,0.381483555,0.41182673,-0.017952945,0.375089854,0.489859939,-0.018333482,0.358861476,0.489356995,-0.01607915,0.315948397,0.458225489,-0.007909358,0.341496676,0.413394183,-0.028623579,0.341632485,0.487925559,-0.016852092,0.325052202,0.491719365,-0.00532973,0.276185721,0.4682253,-0.01533041,0.299861968,0.429099083,-0.025295233,0.309201509,0.478626996,-0.011176657,0.294842958,0.491449654,0.001384535,b
0.533457637,0.717879713,-5.15e-07,0.597420096,0.658357799,-0.006693558,0.635240734,0.561354816,-0.007426454,0.655488133,0.489050925,-0.013574288,0.674768984,0.432700992,-0.016095074,0.590648115,0.491672575,0.010973058,0.615480244,0.443738639,-0.013343874,0.615989685,0.509791553,-0.022491056,0.607583225,0.560367286,-0.019252563,0.354219645,0.458020061,-0.000295534,0.36875686,0.418871641,-0.018499445,0.361970961,0.499652296,-0.018183764,0.356535494,0.495404422,-0.014759353,0.313946366,0.45955658,-0.001667351,0.327875108,0.418688774,-0.021419356,0.326577127,0.494928896,-0.007482804,0.32214433,0.498025656,0.005850793,0.275222152,0.463783652,-0.005148306,0.286023915,0.431941122,-0.010947093,0.293105781,0.483077288,0.004653419,0.288859278,0.493601441,0.018353047,b
0.429999232,0.703144133,-4.81e-07,0.49435702,0.637536228,-0.005770292,0.527152538,0.530321896,-0.003046254,0.547360182,0.458007663,-0.004770424,0.570779681,0.410932243,-0.003183374,0.465426117,0.480142117,0.009224378,0.486991107,0.427674174,-0.008360984,0.487505227,0.489849806,-0.014055746,0.479951054,0.538061082,-0.011230022,0.344851762,0.455160975,0.002121088,0.348555416,0.408703178,-0.020688774,0.338954121,0.491755366,-0.01809076,0.34657532,0.489259422,-0.010502775,0.306111962,0.45013538,0.001635235,0.311549366,0.403441817,-0.021570945,0.305062532,0.479152262,-0.004419115,0.313475549,0.484018236,0.013311794,0.268180847,0.446008533,-0.001818363,0.271536291,0.412132561,-0.008157345,0.27179873,0.464314729,0.008827063,0.275584996,0.479402125,0.025067439,b
0.343653381,0.692745745,-4.56e-07,0.403393984,0.625312328,-0.017783195,0.436458975,0.525416374,-0.021628233,0.454116613,0.44314456,-0.027727941,0.472956359,0.387334108,-0.029413622,0.370027304,0.469145596,5.44e-05,0.380656302,0.415397704,-0.020815663,0.384893328,0.481155455,-0.028205629,0.383475631,0.528840005,-0.02633732,0.342070729,0.422403097,-0.001743948,0.340265691,0.372644007,-0.025970994,0.324969709,0.445522577,-0.022225261,0.339388698,0.446537822,-0.013047147,0.308933765,0.408745199,0.001343155,0.310715318,0.360300779,-0.022437863,0.297745764,0.424848676,-0.005354164,0.310927361,0.43363896,0.013133516,0.27737543,0.394266546,0.000994892,0.279712588,0.358208477,-0.007015519,0.272466302,0.400738478,0.007538426,0.277136981,0.41756162,0.022779765,b
0.269813985,0.705163836,-3.84e-07,0.331611544,0.632144213,-0.021655682,0.368560791,0.54211092,-0.027285019,0.38677603,0.456480026,-0.0331848,0.40262866,0.399280667,-0.032981884,0.29935497,0.485689223,-0.006769152,0.300987422,0.432574391,-0.024882302,0.308087468,0.49759835,-0.026561746,0.309565455,0.537136495,-0.021872133,0.418944418,0.42637372,-0.008084796,0.403058648,0.38677749,-0.035879575,0.382294327,0.460579336,-0.03024645,0.402244806,0.459793925,-0.018222069,0.385417163,0.40654853,0.002466338,0.374487519,0.370185763,-0.024121681,0.358009577,0.431358069,-0.005813734,0.375629842,0.438394666,0.01434487,0.352901071,0.386911035,0.007927204,0.346851408,0.357155859,-0.001703205,0.337400049,0.397913545,0.012265288,0.345751196,0.413248777,0.027762605,b
0.14017047,0.583878458,-4.36e-07,0.17333141,0.558326483,-0.046396986,0.201747447,0.499617577,-0.062310133,0.206231147,0.429536402,-0.073326409,0.207983494,0.378093362,-0.07698822,0.200903863,0.405288249,-0.018999547,0.150383249,0.376159132,-0.056047417,0.135713816,0.433329195,-0.075473867,0.139276236,0.470160186,-0.078588441,0.367328793,0.415929884,-0.024667062,0.342825115,0.430409461,-0.045296039,0.334659964,0.507604599,-0.042071167,0.348773837,0.496344805,-0.036268529,0.323306948,0.406709462,-0.017576743,0.30310145,0.416950524,-0.041710101,0.301348448,0.486492038,-0.029293142,0.317500532,0.480886966,-0.017149521,0.281332493,0.406783402,-0.014836349,0.266973168,0.40673849,-0.0281852,0.271625876,0.458131909,-0.018029135,0.282651544,0.466093332,-0.0068101,b
0.212572172,0.657912731,-4.18e-07,0.260918409,0.626909316,-0.047295116,0.30056563,0.554611027,-0.064256847,0.32162118,0.47817865,-0.076599292,0.343610942,0.427176178,-0.080017768,0.295579374,0.458492339,-0.024156118,0.244093895,0.427397609,-0.064607069,0.23001413,0.49550426,-0.081198141,0.237423688,0.534941733,-0.081402689,0.279637903,0.431356311,-0.034907971,0.26308322,0.473049939,-0.069976352,0.268011421,0.568240345,-0.069553353,0.274715215,0.554333448,-0.063995607,0.221618921,0.439172357,-0.032357354,0.209235936,0.476059198,-0.069751516,0.221317172,0.562915802,-0.054246295,0.233377665,0.552108049,-0.037791181,0.169047236,0.45791927,-0.034706645,0.16210708,0.481364906,-0.055553287,0.176021814,0.546496928,-0.042935614,0.185891747,0.549900472,-0.028552471,b
0.284778178,0.666689038,-4.46e-07,0.345238894,0.63444978,-0.042686138,0.399785459,0.550129533,-0.055391215,0.430108488,0.469776869,-0.063473672,0.461074829,0.424582571,-0.062238492,0.374030828,0.470154166,-0.028082743,0.340256095,0.422161192,-0.066037104,0.326360494,0.493879974,-0.079479963,0.334538162,0.532405794,-0.079088427,0.269851923,0.458675027,-0.025904205,0.273386568,0.481384993,-0.05758933,0.275906622,0.589960396,-0.059136733,0.275268257,0.563531101,-0.056249972,0.20907101,0.470521569,-0.021538002,0.212231308,0.487961829,-0.054465484,0.223963186,0.584058046,-0.038541831,0.229903787,0.562562704,-0.023603868,0.15638566,0.489424467,-0.022188995,0.15687722,0.504489899,-0.035773102,0.174113125,0.572372556,-0.01940665,0.180349767,0.571994662,-0.004412633,b
0.35403803,0.586129487,-4.37e-07,0.414567918,0.572384477,-0.041064963,0.477999449,0.504673004,-0.053914223,0.52236551,0.434208661,-0.063429154,0.556988835,0.391691893,-0.065008961,0.466320932,0.419164032,-0.025524652,0.437341362,0.36481446,-0.063022152,0.415799826,0.429295719,-0.075015366,0.416214645,0.472885668,-0.072576731,0.279462695,0.489727139,-0.010598976,0.298096508,0.451050341,-0.046804287,0.294477284,0.572328448,-0.048005123,0.289452076,0.542941511,-0.041854702,0.220292181,0.492618412,-0.005042853,0.234176084,0.454169244,-0.04325442,0.239379182,0.561042309,-0.026106477,0.239991263,0.537694454,-0.007555091,0.166035041,0.49278304,-0.004376681,0.175124362,0.473984271,-0.01943944,0.188800186,0.548696816,-0.001022237,0.188642487,0.552486598,0.016734214,b
0.478399903,0.676062226,-4.54e-07,0.556782842,0.659666419,-0.034234069,0.62878263,0.584111571,-0.04557338,0.678667784,0.511709034,-0.055948514,0.721599221,0.466492206,-0.059293874,0.582991123,0.483449638,-0.0193996,0.605954826,0.445864648,-0.045588531,0.584159791,0.517761886,-0.048612386,0.570610523,0.555216432,-0.043232098,0.282340854,0.470518231,-0.030358445,0.313897699,0.481890082,-0.066409759,0.310873985,0.596332312,-0.076247998,0.297698677,0.56757611,-0.081991121,0.222388119,0.488031358,-0.021790108,0.248654544,0.486574441,-0.056286272,0.256170124,0.590264618,-0.042273458,0.249385804,0.569992542,-0.030968593,0.171270162,0.50954628,-0.01810799,0.184467003,0.510438263,-0.030928675,0.204974145,0.581185818,-0.012806603,0.202012509,0.580240071,0.001626343,b
0.532057285,0.65285337,-5.11e-07,0.616927743,0.633803487,-0.026558716,0.689454794,0.565543354,-0.034480371,0.739426494,0.498195827,-0.043043565,0.78035146,0.451933116,-0.04514147,0.655467272,0.467533886,-0.010472029,0.680564582,0.430552304,-0.036608703,0.654533386,0.501233339,-0.040811937,0.63474232,0.537581146,-0.035363242,0.291493565,0.465807498,-0.032348953,0.32533744,0.486088753,-0.072265558,0.319812149,0.598974288,-0.08234816,0.308925271,0.567982018,-0.087112702,0.230481848,0.483666897,-0.025640341,0.25809443,0.492599785,-0.064088196,0.264797539,0.593907058,-0.050827969,0.260616392,0.569379151,-0.03893799,0.179560497,0.506272554,-0.024064081,0.194041446,0.514672518,-0.040246766,0.213438928,0.585288048,-0.023908524,0.211568117,0.580704391,-0.010109196,b
0.296171874,0.728937685,-1.5e-07,0.377667218,0.693042755,-0.024189683,0.440888017,0.595132589,-0.026925368,0.48164767,0.508731902,-0.031309687,0.522911489,0.465268999,-0.035049904,0.392880529,0.490157694,-0.002016042,0.411893666,0.382886589,-0.016913503,0.421730638,0.321318626,-0.02350134,0.430094749,0.264380366,-0.027122008,0.2974931,0.464488924,-0.031202741,0.335403413,0.491721332,-0.071113184,0.327763736,0.603729188,-0.083994173,0.312565148,0.572788954,-0.09177427,0.236214429,0.484767556,-0.024656959,0.267552495,0.4978351,-0.061630666,0.272789478,0.597996294,-0.048640728,0.262973398,0.575126827,-0.038056087,0.185665324,0.510712743,-0.022911508,0.201334715,0.521831453,-0.038876183,0.22077927,0.591895103,-0.022680312,0.215767652,0.586085021,-0.009471893,b
0.372870982,0.752687037,-1.46e-07,0.451847315,0.72014159,-0.024962204,0.518335819,0.618928313,-0.028715396,0.558610737,0.536918104,-0.034256607,0.596196532,0.491152555,-0.039041221,0.46994406,0.505887032,-0.005105086,0.493441075,0.403903365,-0.019437773,0.504956424,0.343971491,-0.024359023,0.513070881,0.286988288,-0.02701905,0.31947571,0.473763287,-0.003868941,0.362093031,0.431189537,-0.032694552,0.344515711,0.54921627,-0.035806082,0.327191532,0.527094305,-0.033891406,0.260424644,0.477305323,-0.005045809,0.294456661,0.429142535,-0.035330359,0.292323172,0.537957609,-0.018904811,0.278173387,0.525825381,-0.003583168,0.208691746,0.478307158,-0.008935254,0.234810546,0.447188318,-0.020264018,0.243778914,0.522578001,-0.000840368,0.230627149,0.527593195,0.016204426,b
0.417106003,0.674431741,-6.74e-08,0.495997041,0.644359112,-0.025175009,0.562096894,0.545983374,-0.030141577,0.606344342,0.465869725,-0.036588501,0.648204923,0.422324598,-0.042482171,0.513485432,0.441417843,-0.005334573,0.542938948,0.342029333,-0.018666355,0.557107806,0.285213351,-0.02275118,0.567121446,0.231047258,-0.024752483,0.305637091,0.500199556,-0.000726952,0.354282141,0.462404788,-0.027882816,0.333245575,0.580400765,-0.034393292,0.316090405,0.553328931,-0.03578452,0.245778859,0.502513707,0.001648617,0.282144725,0.45886156,-0.026363466,0.279139668,0.568232417,-0.013237034,0.264801115,0.551307082,-0.001102489,0.195640296,0.500541031,0.000859727,0.221206427,0.473936558,-0.007290625,0.230669737,0.549337626,0.011664384,0.216994911,0.551951766,0.027507706,b
0.42592448,0.773895621,-1.62e-07,0.504119158,0.737635255,-0.021175884,0.566627979,0.630313218,-0.023428848,0.604279399,0.547988176,-0.02845511,0.638118982,0.499643087,-0.032760534,0.515239954,0.523741066,-0.002450809,0.542289376,0.421585619,-0.017208325,0.556216002,0.362503678,-0.022059325,0.566026092,0.305635691,-0.02429625,0.306476861,0.495151371,-0.001452574,0.347740531,0.452957273,-0.028668491,0.327288985,0.569899023,-0.032868426,0.313714147,0.544311702,-0.0318969,0.247555435,0.494741708,0.002351439,0.27936852,0.447505534,-0.026286952,0.274929643,0.555160761,-0.012072184,0.264254689,0.539595425,0.00146205,0.196592271,0.488948017,0.002656836,0.219442219,0.463352948,-0.006439717,0.22717464,0.536952972,0.011907461,0.216152579,0.540374339,0.027793035,b
0.537484586,0.715392292,-9.95e-08,0.612788856,0.680531085,-0.017066499,0.672204494,0.586626351,-0.019165074,0.705140173,0.510912001,-0.025058856,0.734323382,0.457922876,-0.030483339,0.621298492,0.479621619,0.004606377,0.654077649,0.384707838,-0.008556923,0.672824383,0.331136286,-0.013182164,0.686257124,0.278219908,-0.014984483,0.313417315,0.518460155,0.003411086,0.35960117,0.468599796,-0.020424448,0.335509568,0.584454358,-0.022262147,0.31422624,0.567406535,-0.019706989,0.255749375,0.515217423,-0.001483894,0.295722574,0.457499385,-0.029416513,0.285758257,0.571075857,-0.011873381,0.265149683,0.566524506,0.004547196,0.201207846,0.511056483,-0.008273117,0.236717314,0.469048053,-0.018751483,0.240211159,0.548066318,0.003316928,0.220585078,0.559718966,0.022597419,b
0.588777423,0.631870329,-4.64e-08,0.657001138,0.600100875,-0.014829493,0.707117915,0.513744712,-0.017261693,0.73192203,0.442889631,-0.022943521,0.753891408,0.400801778,-0.028555809,0.657025516,0.413920015,0.002150739,0.679235697,0.325053126,-0.009894261,0.695100188,0.275315285,-0.014344922,0.707416058,0.227818266,-0.01643783,0.33355695,0.511160135,0.023059897,0.373963118,0.457003713,-0.006832026,0.349823296,0.56456989,-0.016364386,0.322089672,0.570583045,-0.015995726,0.282836288,0.502508283,0.009394771,0.323930204,0.436237335,-0.022014709,0.307715595,0.543839157,-0.006597788,0.279216439,0.557114542,0.011776447,0.222703576,0.497384638,-0.004396551,0.265389323,0.444405049,-0.017189305,0.263377219,0.520268798,0.005044023,0.241131112,0.539881945,0.026320064,b
0.541088223,0.829883099,-2.22e-07,0.617705107,0.786225379,-0.022510711,0.673711777,0.66822648,-0.02517801,0.703328371,0.576735914,-0.031156633,0.7313627,0.513890922,-0.037142545,0.608556926,0.563011467,-0.001310919,0.630732775,0.454337716,-0.018630393,0.645002484,0.390023947,-0.025471268,0.655932188,0.327934206,-0.028577697,0.299077004,0.482788086,-0.01652546,0.344419986,0.460305572,-0.047876377,0.327700198,0.574617922,-0.054259241,0.313535541,0.547762692,-0.056522824,0.242081702,0.490903795,-0.011857668,0.277254403,0.461466193,-0.042193484,0.274440438,0.563115001,-0.027821176,0.261660069,0.544202685,-0.015946647,0.193131968,0.495041072,-0.010814022,0.215335563,0.479409248,-0.022822553,0.225879461,0.54633981,-0.006749146,0.214537263,0.544165254,0.006157196,b
0.456529021,0.847613037,-1.08e-07,0.534443736,0.793496966,-0.020427508,0.588853717,0.669582188,-0.019438716,0.620464444,0.576189756,-0.021803988,0.646708369,0.521048665,-0.023642501,0.523430645,0.566569746,0.003668319,0.541053653,0.455503047,-0.007154356,0.551397145,0.39356178,-0.009118897,0.555413604,0.333445281,-0.010168674,0.311327696,0.434942603,-0.036202077,0.328488201,0.508767009,-0.069450714,0.324654609,0.605458975,-0.076434016,0.316043913,0.589030087,-0.079516567,0.25016731,0.450320244,-0.038705468,0.264830053,0.509783983,-0.074821599,0.270069122,0.596359491,-0.06432946,0.264602989,0.582297325,-0.054227747,0.194667131,0.479641855,-0.046026513,0.205219358,0.516314447,-0.066969037,0.218998462,0.581946552,-0.054560382,0.2193124,0.583360195,-0.04189644,b
